Sindarin	English
Dhe nallon, avo bosto trenared	I beg you, do not stop telling the tale
Dhe nallon, avo bosto trenared	I cry out to you, do not rest telling the tale
Dhe nallon, avo bosto trenared hí	I beg you, do not stop telling the tale now
Dhe nallon, avo bosto trenared hí	I cry out to you, do not rest telling the tale now
Galu a theithad vain	good fortune and fair writing
Gi nallon, avo bosto trenared hi	I beg you, do not stop telling the tale now
Gi nallon, avo bosto trenared hi	I cry out to you, do not rest telling the tale now
Iston gin eithad be edhellen, a nin ú-cheniog	I can insult you in Elvish, and you will not understand me
Iston gin eithad be edhellen, a nin ú-cheniog	I know how to insult you in Elvish, and you can not understand me
Melin i narn dhîn	I love your story
Melin i narn gîn	I love your story
Meren i faer nîn; and i narn hen	my spirit is joyous, this tale will be long
Meren i faer nîn; and i narn hen	joyous is my spirit, long will be this tale
Mudassen anand anin narn hen	I have toiled long on this tale
Mudassen anand anin narn hen	I toiled long for this story
Ni degilbor	I am a writer
Pantho i phermh ah isto din!	read the books and learn them!
Pantho i phermh ah isto din!	open the books and know them!
Pedin i phith in aníron, a nin ú-cheniog	I can say what I wish, and you can not understand me
Pedin i phith in aníron, a nin ú-cheniog	I say the words that I want, and you can not understand me
Penion narn	I am editing the story
Penion narn	I fix the story
Teitho annin	write to me
Teitho annin	write for me
Tolthon bilind luith!	I cast magic missile!
Tolthon bilind luith!	I summon an arrow of spells!
Trenaro	tell the tale
Trenaro ammen	tell the tale to us
Na vedui!	at last!
Dandúlel?	you again?
Dandúlel?	you returned?
Êl síla erin lû e-govaded ‘wîn	a star shines on the hour of our meeting
Êl síla erin lû e-govaded ‘wîn	a star shines over the time of our meeting
Gwannas lû and	it has been too long
Gwannas lû and	a long time has passed
I mâr nîn i mâr lîn	my home is your home
Ni veren an dhe ñovaded	I am happy to meet you
Ni veren an dhe ñovaded	I am joyous to meet you
Ni veren an gi ñovaded	I am happy to meet you
Ni veren an gi ñovaded	I am joyous to meet you
Ni veren an le ñovaded	I am happy to meet you
Ni veren an le ñovaded	I am joyous to meet you
Tolo, govado ven	come, join us
Tolo, govado ven	come, meet us
Dhe nathlof hi	you are welcome here
Dhe nathlof hi	we welcome you here
Gi nathlof hi	you are welcome here
Gi nathlof hi	we welcome you here
Le nathlof hi	you are welcome here
Le nathlof hi	we welcome you here
Dhe suilannon	I give greetings to you
Gi suilannon	I give greetings to you
Le suilannon	I give greetings to you
Le suilon	I greet you
Cuio vae	farewell
Cuio vae	live well
Faro vae	good hunting
Faro vae	hunt well
No veren	enjoy yourself
No veren	have fun
No veren	be joyful
No veren	be festive
Novaer	farewell
Novaer	be good
Law firo i laiss e-guil lîn	may the leaves of your life not die
Law firo i laiss e-guil lîn	may the leaves of your life never die
Nínion ned i vened ‘wîn	I cry upon our leaving
Nínion ned i vened ‘wîn	I will weep during our departure
Nínion ned i vened lîn	I cry upon your leaving
Nínion ned i vened lîn	I cry on your going
Nínion ned i vened vîn	I cry upon our leaving
Nínion ned i vened vîn	I will weep during our departure
Galo Anor erin râd lîn	may the sun shine upon your path
No gelin idh raid lîn, a no adel len i chwest	may your paths be green, and the breeze behind you
A dhe?	and you are?
A di?	and they are?
A gi?	and you are?
A le?	and you are?
Ma len?	who are you?
Ma i eneth lîn?	what is your name?
ah i vellon nîn	and my companion is
ah i vellon nîn	and my friend is
estannen	called
in enith vîn	are our names
i eneth dîn	is his name
i eneth dîn	is her name
i eneth dîn	is its name
i eneth lîn	is your name
Nidh renidh?	do you remember me?
Nidh renig?	do you remember me?
Nidh renil?	do you remember me?
Dhedh renin	I remember you
Gidh renin	I remember you
Ledh renin	I remember you
Dhedh renif	we remember you
Gidh renif	we remember you
Ledh renif	we remember you
Nin istol	you know me
Ven istog	you know us
Ven istol	you know us
Iston i nîf lîn	I know your face
Mi van ci onnen?	where were you born?
Mi van ci onnen?	where were you begotten?
Mi van le onnen?	where were you born?
Mi van le onnen?	where were you begotten?
Mi van de ennin?	where were you born?
Mi van de ennin?	where were you begotten?
Mi van dorthodh?	where do you live?
Mi van dorthog?	where do you live?
Mi van dorthol?	where do you live?
i mâr vîn	is our home
i mardor vîn	is our homeland
Ni thelil?	you mean me?
Ni thelil?	you intend me?
Am man anírog istad?	why do you want to know?
Am man anírog istad?	what do you want to know?
Am man anírog istad?	for what do you want to have knowledge?
Am man anírol istad?	what do you want to know?
Am man anírol istad?	why do you want to know?
Am man anírol istad?	for what do you want to have knowledge?
Annon i dhâf nîn achin	I give you my permission
Annon i dhâf nîn achin	I give my permission to you
Annon i dhâf nîn allen	I give you my permission
Annon i dhâf nîn allen	I give my permission to you
Annon i dhâf nîn anden	I give you my permission
Annon i dhâf nîn anden	I give my permission to you
Gwestol?	do you promise?
Man ebenneg?	what did you say?
Man ebennel?	what did you say?
Pedin den i ebenneg	what you just said
Pedin den i ebenneg	I say that which you said
Pedin den i ebennel	what you just said
Pedin den i ebennel	I say that which you said
Penin naw	I have no thought
Penin naw	I lack a thought
Sevin inc	I have a thought
Sevin inc	I have an idea
Sevin naw	I have a thought
Sevin naw	I have an idea
Pedil edhellen?	do you speak elvish?
Pedif edhellen	we speak elvish
Ú-bedif edhellen	we can not speak elvish
Amman heniol edhellen?	why do you know elvish?
Amman heniol edhellen?	why do you understand elvish?
Heniol?	do you understand?
Ni cheniol?	do you understand me?
Le chenion	I understand you
Len ú-chenion	I can not understand you
Fân fanna Anor	it is overcast
Fân fanna Anor	a cloud veils the sun
Elegys law vaer annin	I do not like wind storms
Elegys law vaer annin	wind storms are not good for me
Foen law vaer annin	I do not like clouds
Foen law vaer annin	clouds are not good for me
Gloss law vaer annin	I do not like snow
Gloss law vaer annin	snow is not good for me
Gwaew law vaer annin	I do not like wind
Gwaew law vaer annin	wind is not good for me
Heleg law vaer annin	I do not like ice
Heleg law vaer annin	ice is not good for me
Hîth law vaer annin	I do not like fog
Hîth law vaer annin	I do not like mist
Hîth law vaer annin	fog is not good for me
Hîth law vaer annin	mist is not good for me
Hwist law vaer annin	I do not like breezes
Hwist law vaer annin	breezes are not good for me
Madha law vaer annin	I do not like mud
Madha law vaer annin	mud is not good for me
Mîth law vaer annin	I do not like dense fog
Mîth law vaer annin	dense fog is not good for me
Ross law vaer annin	I do not like rain
Ross law vaer annin	rain is not good for me
Anno den annin	give it to me
Bangathab?	shall we trade?
Bangathab?	do we agree to trade?
Bangathanc?	shall we trade?
Bangathanc?	do we agree to trade?
Man anírol athen?	what do you want for it?
Man anírol?	what do you want?
Aphado ven	follow us
Boe allen mened	you must go
Boe allen mened	it is necessary to you to leave
Na van govedib?	where are we meeting?
Na van govedib?	at where do we meet?
Na van govedif?	where are we meeting?
Na van govedif?	at where do we meet?
Na van govedinc?	where are we meeting?
Na van govedinc?	at where do we meet?
Na van i chûd?	where is the meeting?
Na van i chûd?	at where is the assembly?
Nauthannen i law venathar	I thought they would never leave
Nauthannen i law venathar	I thought that they would not willingly leave
O van sa odul?	where did that come from?
Radathon drî i thraw hen ned i postol	I will find a way through this wilderness while you rest
Sevidh dhâf am mened	you may go
Sevidh dhâf am mened	you have permission to go
Sevif dhâf am mened?	may we go?
Sevif dhâf am mened?	do we have permission to go?
Sevig dhâf am mened	you may go
Sevig dhâf am mened	you have permission to go
Sevil dhâf am mened	you may go
Sevil dhâf am mened	you have permission to go
Sevin dhâf am mened?	may I go?
Sevin dhâf am mened?	do I have permission to go?
Na van anírodh mened?	where do you want to go?
Na van anírodh mened?	to where do you want to go?
Na van anírog mened?	where do you want to go?
Na van anírog mened?	to where do you want to go?
Na van anírol mened?	where do you want to go?
Na van anírol mened?	to where do you want to go?
Anírof mened na	we want to go to
Anírof mened nan’	we want to go to
Na van menig?	where will you go?
Na van menig?	where do you go?
Na van menig?	to where will you go?
Na van menig?	to where do you go?
Na van menil?	where will you go?
Na van menil?	where do you go?
Na van menil?	to where will you go?
Na van menil?	to where do you go?
Na van menidh?	where will you go?
Na van menidh?	where do you go?
Na van menidh?	to where will you go?
Na van menidh?	to where do you go?
Menif na	we are going to
Menif na	we go to
Menif nan’	we are going to
Menif nan’	we go to
Na van meninc?	where will we go?
Na van meninc?	where do we go?
Na van meninc?	to where will we go?
Na van meninc?	to where do we go?
Na van menib?	where will we go?
Na van menib?	where do we go?
Na van menib?	to where do we go?
Na van menib?	to where will we go?
Na van menif?	where will we go?
Na van menif?	where do we go?
Na van menif?	to where will we go?
Na van menif?	to where do we go?
Na van mên?	where will he go?
Na van mên?	where will she go?
Na van mên?	where will it go?
Na van mên?	where does he go?
Na van mên?	where does she go?
Na van mên?	where does it go?
Na van mên?	to where will he go?
Na van mên?	to where will she go?
Na van mên?	to where will it go?
Na van mên?	to where does he go?
Na van mên?	to where does she go?
Na van mên?	to where does it go?
Na van menir?	where will they go?
Na van menir?	where do they go?
Na van menir?	to where do they go?
Na van menir?	to where will they go?
Na van evíneg?	where did you go?
Na van evíneg?	to where did you go?
Na van evínel?	where did you go?
Na van evínel?	to where did you go?
Evínen na	I went to
Evínen nan’	I went to
Na van evínedh?	where did you go?
Na van evínedh?	to where did yo go?
Evínef na	we went to
Evínef nan’	we went to
Na van evínenc?	where did we go?
Na van evínenc?	to where did we go?
Na van evínenc?	where did the two of us go?
Evínenc na	we went to
Evínenc nan’	we went to
Na van evíneb?	where did we go?
Na van evíneb?	to where did we go?
Evíneb na	we went to
Evíneb nan’	we went to
Na van evin?	where did he go?
Na van evin?	where did she go?
Na van evin?	where did it go?
Na van evin?	to where did he go?
Na van evin?	to where did she go?
Na van evin?	to where did it go?
Evin na	he went to
Evin na	she went to
Evin na	it went to
Evin nan’	he went to
Evin nan’	she went to
Evin nan’	it went to
Na van evíner?	where did they go?
Na van evíner?	to where did they go?
Evíner na	they went to
Evíner nan’	they went to
Na van nidhig mened?	where do you intend to go?
Na van nidhig mened?	to where do you intend to go?
Na van nidhil mened?	where do you intend to go?
Na van nidhil mened?	to where do you intend to go?
Nidhin mened nan’	I intend to go to
Na van nidhidh mened?	where do you intend to go?
Na van nidhidh mened?	to where do you intend to go?
Nidhif mened na	we intend to go to
Nidhif mened nan’	we intend to go to
Ne man menathof?	when will we leave?
Ne man menathof?	during when do we leave?
Ne man menil?	when will you leave?
Ne man menil?	when do you leave?
Ne man menil?	during when do you leave?
Menif ned	we are going
Menif ned	we go
Menil ned	you are going
Menil ned	you go
Ne man menif?	when do we leave?
Ne man menif?	during when do we leave?
Tolathol?	would you please come?
Tolathol?	are you willing to come?
Avof toled	we will not come
Avof toled	we refuse to come
Tolathof	we will come
Tolathof	we are willing to come
Amman odúlel hi?	why are you here?
Amman odúlel hi?	for what did you come here?
O van telig?	where are you from?
O van telig?	from where are you coming?
O van telil?	where are you from?
O van telil?	from where are you coming?
O van telidh?	where are you from?
O van telidh?	from where are you coming?
Telif o	we are from
Telif o	we are coming from
Telif od	we are from
Telif od	we are coming from
O van odúleg?	where were you from?
O van odúleg?	from where did you come?
O van odúlel?	where were you from?
O van odúlel?	from where did you come?
O van odúledh?	where were you from?
O van odúledh?	from where did you come?
Odúlef o	we came from
Odúlef od	we came from
Tolo a bosto	come and rest
Tolo, mado, a hogo e-mereth	come, eat, and drink of the feast
Uhunc ylf ú-nedui	he had too many cups of drink
Uhunc ylf ú-nedui	she had too many cups of drink
Uhunc ylf ú-nedui	it had too many cups of drink
Uhunc ylf ú-nedui	he drank uncountable cups of drink
Uhunc ylf ú-nedui	she drank uncountable cups of drink
Uhunc ylf ú-nedui	it drank uncountable cups of drink
Anírog vann?	do you want food?
Anírol vann?	do you want food?
Law aníron vann	I do not want food
Aníron vann	I want food
Anírodh vann?	do you want food?
Law anírof vann	we do not want food
Anírof vann	we want food
Law anírof aes	we do not want meat
Anírof aes	we want meat
Law anírof chaust	we do not want a bed
Anírof chaust	we want a bed
Law anírof halph	we do not want broth
Anírof halph	we want broth
Law anírof haw	we do not want juice
Anírof haw	we want juice
Law anírof masgorn	we do not want a breadloaf
Anírof masgorn	we want a breadloaf
Law anírof mass	we do not want bread
Anírof mass	we want bread
Law anírof nên	we do not want water
Anírof nên	we want water
Go-vaethathab ne ndagor?	will you join me in battle?
Go-vaethathab ne ndagor?	will we fight together in battle?
Go-vaethathanc ne ndagor?	will you join me in battle?
Go-vaethathanc ne ndagor?	will we fight together in battle?
Go-vaethathab ned auth?	will you join me in war?
Go-vaethathab ned auth?	shall we fight together in war?
Go-vaethathanc ned auth?	will you join me in war?
Go-vaethathanc ned auth?	shall we fight together in war?
Iston i vellas lîn ne ndagor	I know your strength in battle
Iston i vellas lîn ne ndagor	I know your physical strength in battle
Le vaethor vaen e-beng	you are a skillful bowman
Le vaethor vaen e-beng	you are a skilled warrior of the bow
Le vaethor veleg	you are a mighty warrior
Le vaethor veleg	you are a great warrior
Ve thorthol	we are yours to command
Ve thorthol	you control us
I beng nîn linna ah i vagol lîn	my bow shall sing with your sword
I beng nîn linna ah i vagol lîn	my bow sings with your sword
Savo chûr an dagor	be ready for battle
Savo chûr an dagor	have readiness for battle
Daro a vaetho	stay and fight
Daro a vaetho	remain and fight
Daro a vaetho	stop and fight
Daro a vaetho	halt and fight
Maetho na lû n’i maethorath dengin	fight to the last man
Maetho na lû n’i maethorath dengin	fight to the time when all warriors are slain
Os-veno adel din	go around them
Os-veno adel din	go around behind them
Devil?	do you yield?
Devif	we yield
Delu i ven hen	this road is dangerous
Delu i ven hen	fell is this road
dannas mi eithel	fell in a well
Natho ven	help us
Nesto ven	heal us
Leithio ven	release us
Berio ven	protect us
De nathathol?	would you please help him?
De nathathol?	would you please help her?
De nathathol?	would you please help it?
De nathathol?	are you willing to help him?
De nathathol?	are you willing to help her?
De nathathol?	are you willing to help it?
Di nathathol?	would you please help them?
Di nathathol?	are you willing to help them?
Le nathathon	I will help you
Le nathathon	I am willing to help you
Ni nathathol?	would you please help me?
Ni nathathol?	are you willing to help me?
Ve nathathodh?	would you please help us?
Ve nathathodh?	are you willing to help us?
Ve nathathog?	would you please help us?
Ve nathathog?	are you willing to help us?
Ve nathathol?	would you please help us?
Ve nathathol?	are you willing to help us?
De nestathol?	would you please heal him?
De nestathol?	would you please heal her?
De nestathol?	would you please heal it?
De nestathol?	are you willing to heal him?
De nestathol?	are you willing to heal her?
De nestathol?	are you willing to heal it?
Di nestathol?	would you please heal them?
Di nestathol?	are you willing to heal them?
Le nestathon	I will heal you
Le nestathon	I am willing to heal you
Ni nestathol?	would you please heal me?
Ni nestathol?	are you willing to heal me?
Ve nestathodh?	would you please heal us?
Ve nestathodh?	are you willing to heal us?
Ve nestathog?	would you please heal us?
Ve nestathog?	are you willing to heal us?
Ve nestathol?	would you please heal us?
Ve nestathol?	are you willing to heal us?
De leithiathol?	would you please release him?
De leithiathol?	would you please release her?
De leithiathol?	would you please release it?
De leithiathol?	are you willing to release him?
De leithiathol?	are you willing to release her?
De leithiathol?	are you willing to release it?
Di leithiathol?	would you please release them?
Di leithiathol?	are you willing to release them?
Le leithiathon	I will release you
Le leithiathon	I am willing to release you
Ni leithiathol?	would you please release me?
Ni leithiathol?	are you willing to release me?
Ve leithiathodh?	would you please release us?
Ve leithiathodh?	are you willing to release us?
Ve leithiathog?	would you please release us?
Ve leithiathog?	are you willing to release us?
Ve leithiathol?	would you please release us?
Ve leithiathol?	are you willing to release us?
De meriathol?	would you please protect him?
De meriathol?	would you please protect her?
De meriathol?	would you please protect it?
De meriathol?	are you willing to protect him?
De meriathol?	are you willing to protect her?
De meriathol?	are you willing to protect it?
Di meriathol?	would you please protect them?
Di meriathol?	are you willing to protect them?
Le meriathon	I will protect you
Le meriathon	I am willing to protect you
Ni meriathol?	would you please protect me?
Ni meriathol?	are you willing to protect me?
Ve meriathodh?	would you please protect us?
Ve meriathodh?	are you willing to protect us?
Ve meriathog?	would you please protect us?
Ve meriathog?	are you willing to protect us?
Ve meriathol?	would you please protect us?
Ve meriathol?	are you willing to protect us?
le nathad	help you
ve nathad	help us
le nestad	heal you
ve nestad	heal us
le leithiad	release you
ve leithiad	release us
le meriad	protect you
ve meriad	protect us
Gellon ned i cenin i chent lîn ned i gladhol	I love to see your eyes shine when you laugh
Gellon ned i cenin i chent lîn ned i gladhol	I delight when your eyes shine when you laugh
Annon i veleth nîn allen	I give you my love
Le i veleth e-guil nîn	you are the love of my life
Le i velethril e-guil nîn	you are the love of my life
Le i velethril nîn	you are my love
Le i velethron e-guil nîn	you are the love of my life
Le i velethron nîn	you are my love
Sevil i veleth nîn	you have my love
Ni mestathol?	will you marry me?
Avon le mestad	I will not marry you
Avon le mestad	I refuse to marry you
Le mestathon	I will marry you
Ni melathol n’uir?	will you love me for eternity
Ni melil?	do you love me?
Law le melin	I do not love you
Le melin	I love you
De melil?	do you love him?
De melil?	do you love her?
De melil?	do you love it?
And i dhû hen	long will be this night
And i dhû hen	you are in for a long night
Matho nin sui mathog i vagol gîn	wield me as you wield a sword
Matho nin sui mathog i vagol gîn	wield me like you wield a sword
Avo bedo ‘sevin i dhâf, a garo!	stop asking for permission and do it already!
Avo bedo ‘sevin i dhâf, a garo!	do not say 'do I have permission' and do it!
Sevin i dhâf gîn an gi mibed?	can I kiss you?
Sevin i dhâf gîn an gi mibed?	do I have permission to kiss you?
Sevin i dhâf gîn an de laved?	do I have permission to lick it?
Sevin i dhâf gîn an de laved?	can I lick it?
Lavo den	lick it
Sevin i dhâf gîn de nestaged hi?	can I put it in now?
Sevin i dhâf gîn de nestaged hi?	do I have your permission to insert it in now?
Hello	strip
Po van ‘laew?	where is the salve?
Mi van ha nestegig?	where do you think you are putting that?
Mi van ha nestegig?	where are you putting that?
Nínion anin gurth lîn	I weep for your death
Nínion anin gwannad lîn	I mourn your passing
Nínion anin gwannad lîn	I weep for your passing
Savo hîdh neñ gurth	have peace in death
Gollo nin	teach me
Niñ gollathol?	would you please teach me?
Niñ gollathol?	will you teach me?
Avon giñ gollad	I will not teach you
Avon leñ gollad	I will not teach you
Giñ gollathon	I will teach you
Leñ gollathon	I will teach you
Istannathol o	please teach me how
Istannathol o	will you give me knowledge about
Istanno o	teach me how to
Istanno o	give me knowledge about
medhiad vaeas	knead dough
medhiad vaeas	kneading dough
chaded bilin	shoot arrows
chaded bilin	shooting an arrow
chared viruvor	make miruvor
chared viruvor	making miruvor
gobennas	history
hechaded bilin	fashion an arrow
hechaded bilin	fashioning an arrow
hechaded vagol	fashion a sword
hechaded vagol	fashioning a sword
aran vuin	beloved king
bereth vuin	beloved queen
brannon vuin	beloved lord
brennil vuin	beloved lady
caun vuin	beloved prince
cund vuin	beloved prince
heryn vuin	beloved lady
hîr vuin	beloved lord
hiril vuin	beloved lady
rîn vuin	beloved queen
rîs vuin	beloved queen
Edregol vaer	that is wonderful
Edregol vaer	especially good
Agórel vae	you did well
Mae bennen	well said
Goheno nin; i ‘lîr lîn ni phrestant	forgive me;  but your song moved me
Goheno nin; i ‘lîr lîn ni phrestant	forgive me; your song moved me
Gannadol vae	you play the harp well
Linnog vae	you sing well
Linnol vae	you sing well
Ned i linnol, im in elin gellar	when you sing, the stars themselves rejoice
N’uir i thiad lîn ‘ell	ever is your presence a joy
N’uir i thiad lîn ‘ell	for eternity your appearance is a joy
Bain i find lîn	your hair is pretty
Bain i find lîn	beautiful is your hair
Palan-hinnen i thîr vain lîn	your beauty is famous
Palan-hinnen i thîr vain lîn	known far and wide is your fair face
Thiol vae	you look good
Thiol vae	you seem well
Le a vellon	you are with a friend
Le a vellyn	you are with friends
Le i vellon nîn n’uir	forever you are my friend
Le i vellon nîn n’uir	you are my friend for eternity
I goth-e-goth nîn i vellon nîn	the enemy of my enemy is my friend
Pedathab hi sui vellyn?	may we speak as friends now?
Pedathab hi sui vellyn?	we will speak now as friends?
Le athae	thank you
Le athae	you were helpful
Le athae	you are helpful
Le fael	thank you
Le fael	you were generous
Le fael	you were just
Le fael	you are generous
Le fael	you are just
Ci vilui	thank you
Ci vilui	you are kind
Ci vilui	you were kind
Le vilui	thank you
Le vilui	you are kind
Le vilui	you were kind
I ant lîn vîr vin faer nîn	I shall treasure your gift in my heart
I ant lîn vîr vin faer nîn	your gift is a treasure in my soul
Ci vaer?	do you feel well?
Ci vaer?	are you good?
Le vaer?	do you feel well?
Le vaer?	are you good?
Alvaer	not good
Avof nathlad ‘werth min daur vîn	we do not welcome traitors into our forest
Avof nathlad ‘werth min daur vîn	we refuse to welcome betrayers in our forest
Ci law vaer annin	I do not like you
Ci law vaer annin	you are not good for me
Niñ gwerianneg	you betrayed me
Sevig i challas naug	you are as tall as a Dwarf
Avo gesto a thrastad; tôl allen	do not look for trouble; it comes to you
Avo gesto a thrastad; tôl allen	do not search for troubling; it comes to you
Avo vuio	stop whining
Avo vuio	do not whine
Avo nago i levain tad-dail	do not kill the Tad-dails
I levain tad-dail Naugrim, a Naugrim toler ruthrad na ‘wen	The dwarves will be angry with us, because Tad-dails are dwarves
Avo nago i levain tad-dail	do not kill the bipeds
I levain tad-dail Naugrim, a Naugrim toler ruthrad na ‘wen	Bipeds are dwarves, and the dwarves will rage at us
Athof	we agree to it
Athof	we are willing to do it
Ben iest lîn	as you wish
Ben iest lîn	according to your wish
Carathon i iest lîn	I will do your wish
Carathon i iest lîn	I am willing to do your wish
I naw nîn ben naw lîn	my thought is like yours
I naw nîn ben naw lîn	my thought is in accordance to your thought
Laef	not us
Avof	we will not
Avof	we refuse
Avon cared i iest lîn	I will not do your wish
Avon cared i iest lîn	I refuse to do your wish
I naw nîn law ven naw lîn	my thought is not like yours
I naw nîn law ven naw lîn	my thought is not in accordance to your thought
Penif	not us
Penif	we lack
Pi den anírol	if you want it
Athol?	would you please?
Athol?	will you agree to?
Len iallon	I beg of you
Len iallon	I cry out to you
Ni dem allen	I am sad for you
A van?	along with what?
A van?	along with who?
A van?	alongside what?
A van?	alongside who?
A van?	beside what?
A van?	beside who?
Adel van?	behind where?
Adel van?	behind what?
Be van?	according to who?
Be van?	according to what?
Lû van?	what time?
Lû van?	which time?
Mi van?	in where?
Mi van?	in what?
Na van?	at where?
Na van?	at when?
Na van?	at what?
Nad van?	which one?
Nad van?	which thing?
Nu van?	under what?
Nu van?	under where?
Or van?	over where?
Or van?	over what?
Pen van?	which person?
Po van?	on where?
Po van?	on what?
Sad van?	what place?
Sad van?	which place?
Sui van?	like what?
Thar van?	across where?
Thar van?	across what?
Sevin dhâf?	may I?
Sevin dhâf?	do I have permission?
Te teliannen?	is it done?
Te teliannen?	is it completed?
Te law deliannen	it is not done
Te law deliannen	it is not completed
Te teliannen	it is done
Te teliannen	it is completed
Ab telif	after we do this
Ab telif	after we finish
Edílel?	are you finished?
Edílel?	did you finish?
Edílef	we are done
Edílef	we are finished
Law edílef	we are not done
Law edílef	we did not finish
Amman agórel?	why did you do that?
Amman agórel?	for what you did it?
Man agórel?	what did you do?
Man agórer allen?	what happened to you?
Man agórer allen?	what did they do to you?
Man ceril?	what are you doing?
Man ceril hi?	what are you doing here?
Sevig chûr?	are you ready?
Sevig chûr?	you have readiness for action?
Sevil chûr?	are you ready?
Sevil chûr?	you have readiness for action?
Sevin chûr	I am ready
Sevin chûr	I have readiness for action
Sevidh chûr?	are you ready?
Sevidh chûr?	you have readiness for action?
Penif chûr	we are not ready
Penif chûr	we lack readiness for action
Sevif chûr	we are ready
Sevif chûr	we have readiness for action
Aldol	welcome
Aldol	good
Aldol	blessed
Aldol	fortunate coming
Lend and?	long journey?
Harthon an lend and	I hope it will be a long journey
Harthon an lend and	I hope for a long journey
Len iston?	Do I know you?
Bangon viruvor ar Âr-Thranduil	I sell King Thranduil wine
Bangon viruvor ar Âr-Thranduil	I trade miruvor with King Thranduil
I adar nîn ar i naneth nîn pedir edhellen	my father and my mother speak elvish
Me elvellen	we are friends of the elves
Me elvellen	we are elffriends
Me erphin	we are nobles
Me ñeller	we are scholars
Me ñeller o Gondor	we are Gondorian scholars
Me ñeller o Gondor	we are scholars from Gondor
Me Núnedain	we are Dunedain
Ni arphen	I am a noble
Ni elvellon	I am an elffriend
Ni elvellon	I am a friend of the elves
Ni ñollor	I am a scholar
Ni ñollor o Gondor	I am a Gondorian scholar
Ni ñollor o Gondor	I am a scholar from Gondor
Ni Núnadan	I am a Dunadan
Ni vachor	I am a merchant
Canath	quarter of a castar
Canath	a tharni
Mirian	a castar
Mirian	money
Mirian alfarn	not enough money
Cilo vach!	choose an item
Mirian farn	that is enough money
Mirian farn	enough money
Annathon virian a ganath achin	I will pay a castar and a tharni
Annathon virian a ganath achin	I will give you a castar and a tharni
Annathon virian a ganath allen	I will pay a castar and a tharni
Annathon virian a ganath allen	I will give you a castar and a tharni
Annathon	I will
viriain a	castars and
genaith achin	give tharnis
Anno virian a ganath annin	that will be a castar and a tharni
Anno virian a ganath annin	give a castar and a tharni to me
Ma i ‘wanod miriain anírog assen?	how much money do you want for this?
Ma i ‘wanod miriain anírog assen?	what is the count money that you want for this?
Ma i ‘wanod miriain anírol assen?	how much money do you want for this?
Ma i ‘wanod miriain anírol assen?	what is the count money that you want for this?
Lacho calad! Drego morn!	flame light! flee night!
Lacho calad! Drego morn!	may light flare up! may darkness flee!
Gi melin, ah aníron gi mestad	I love you, and I want to marry you
Ma i ind gîn?	What is your will?
I ind nîn ben ind gîn	My will is like your will
Na veth min în, tolenc bestad!	At the end of one year, we shall wed!
Ai onron ah onril! Ai hoen a nîth! Ai meldir a meldis! Tolef bestad na veth min în!	Hail father and mother! Hail brothers and sisters! Hail male-friends and female-friends! We two will marry at the end of one year!
Ai odhron ah odhril! Ai hoen a nîth! Ai meldir a veldis! Tolef bestad na veth min în!	Hail father and mother! Hail brothers and sisters! Hail male-friends and female-friends! We two will marry at the end of one year!
Ai odhron ar odhril! Ai hoen a nîth! Ai meldir a veldis! Tolef bestad na veth min în!	Hail father and mother! Hail brothers and sisters! Hail male-friends and female-friends! We two will marry at the end of one year!
Nae, i vestad hen law amarth ‘wîn	Alas, this marriage isn’t our fate
Danechedif i naid e-meleth vîn, ah avof bestad	We are destroying the tokens of our love, and we will not marry
Danechedif i naid e-meleth vîn, ar avof bestad	We are destroying the tokens of our love, and we will not marry
Lasto iâl, ah elio din Eru	May Varda Star-kindler hear calls, and may Eru the Father of All bless them
Lasto iâl, ar elio din Eru	May Varda Star-kindler hear calls, and may Eru the Father of All bless them
Tiro Aran Einior, ah elio din Eru	May Manwe Lord of Wind watch over, and may Eru the Father of All bless them
Tiro Aran Einior, ar elio din Eru	May Manwe Lord of Wind watch over, and may Eru the Father of All bless them
A	hi
Ai!	hail!
Êl síla erin lû e-govaded 'wîn	A star shines over the time of our meeting
Êl síla erin lû e-govaded 'wîn	A star shines on the hour of our meeting
Tolo anin naur	come near the fire
Tolo anin naur	come to the fire
Gi nathlof hí	you are welcome here
Gi nathlof hí	we welcome you here
Le nathlof hí	you are welcome here
Le nathlof hí	we welcome you here
Savo 'lass a lalaith	have joy and laughter
I faer nîn nínia aden a-govedinc	my heart shall weep until I see you again
I faer nîn nínia aden a-govedinc	my soul weeps until you and I meet again
I faer nîn nínia aden a-govedinc	my sould weeps until we meet again
Loro vae	sleep well
Posto vae	rest well
Ollo vae	dream well
Ollo vae	sweet dreams
Na lû e-govaded 'wîn	until next we meet
Na lû e-govaded 'wîn	until we meet again
Na lû e-govaded 'wîn	to the time of our next meeting
N'i lû tôl	until then
N'i lû tôl	when the time will come
Abarad	until tomorrow
Abarad	after today
Law bedin edhellen	I do not speak elvish
Pedathanc hi sui vellyn?	you and I will speak now as friends?
Pedathanc hi sui vellyn?	we will speak now as friends?
Pedathanc hi sui vellyn?	may we speak as friends now?
No dirweg!	be watchful!
No dirweg!	beware!
Odúlen gi nathad	I am here to save you
Odúlen gi nathad	I came to save you
Odúlen le nathad	I am here to save you
Odúlen le nathad	I came to save you
Hannon allen	I give thanks to you
Hannon allen	thank you
I faer nîn linna nan glass	thank you from my heart
